what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281995117794
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281995121103
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281995122160
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281995435435
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281995436331
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281995437283
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281995439929
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281996128117
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281996129215
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281996639383
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281996640451
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281996643675
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281996644398
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281996649246
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281996650140
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281996651690
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281996652661
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281996883103
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281996883900
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281996885377
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281996886622
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281996923303
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281996924052
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281996931400
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281996932031
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.debug.ui",1281996940848
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281997043195
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281997043196
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281997145790
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281997146932
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281997154438
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281997158181
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.import",1281997171253
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281997171280
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281997176107
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281997208926
activated,view,org.eclipse.team.svn.ui,0.7.9.I20100512-1900,"org.eclipse.team.svn.ui.repository.RepositoriesView",1281997211834
